Fecha,Concepto,Cargos,,,,
15/06/17,ANTERIOR FATURA SERVICIOS,"8,952.88",,,,
16/06/17,ANTERIOR FATURA SERVICIOS,"14,801.60",,,,
16/06/17,ANTERIOR FACTURA VENTAS,"11,371.48",,,,
16/06/17,ANTERIOR FACTURA VENTAS,"35,652.60",,,,
17/06/17,ANTERIOR FATURA SERVICIOS,"340,631.41",,,,
19/06/17,ANTERIOR FATURA SERVICIOS,"2,296.80",,,,
19/06/17,ANTERIOR FATURA SERVICIOS,"4,002.00",,,,
20/06/17,ANTERIOR FATURA SERVICIOS,"9,744.00",,,,
20/06/17,ANTERIOR FATURA SERVICIOS,"10,842.13",,,,
21/06/17,ANTERIOR FATURA SERVICIOS,"2,378.00",,,,
21/06/17,ANTERIOR FATURA SERVICIOS,"4,605.20",,,,
21/06/17,ANTERIOR FATURA SERVICIOS,"2,363.02",,,,
21/06/17,ANTERIOR FATURA SERVICIOS,"8,056.20",,,,
21/06/17,ANTERIOR FATURA SERVICIOS,806.85,,,,
22/06/17,ANTERIOR FATURA SERVICIOS,"2,888.40",,,,
22/06/17,ANTERIOR FATURA SERVICIOS,"11,887.38",,,,
22/06/17,ANTERIOR FATURA SERVICIOS,"2,436.00",,,,
22/06/17,ANTERIOR FATURA SERVICIOS,"5,315.12",,,,
22/06/17,ANTERIOR FACTURA VENTAS,"3,717.80",,,,
23/06/17,ANTERIOR FATURA SERVICIOS,"3,446.82",,,,
23/06/17,ANTERIOR FATURA SERVICIOS,"1,300.00",,,,
23/06/17,ANTERIOR FATURA SERVICIOS,"21,866.00",,,,
26/06/17,ANTERIOR FATURA SERVICIOS,"1,484.80",,,,
26/06/17,ANTERIOR FATURA SERVICIOS,"4,485.34",,,,
26/06/17,ANTERIOR FATURA SERVICIOS,"2,588.09",,,,
26/06/17,ANTERIOR FATURA SERVICIOS,"4,674.80",,,,
27/06/17,ANTERIOR FATURA SERVICIOS,"23,014.40",,,,
27/06/17,ANTERIOR FATURA SERVICIOS,"27,748.55",,,,
27/06/17,ANTERIOR FATURA SERVICIOS,"9,391.71",,,,
28/06/17,ANTERIOR FATURA SERVICIOS,"4,779.20",,,,
28/06/17,ANTERIOR FATURA SERVICIOS,"1,102.00",,,,
28/06/17,ANTERIOR FACTURA VENTAS,"27,115.00",,,,
28/06/17,ANTERIOR FATURA SERVICIOS,"8,166.17",,,,
29/06/17,ANTERIOR FATURA SERVICIOS,"1,361.99",,,,
29/06/17,ANTERIOR FATURA SERVICIOS,"1,749.28",,,,
29/06/17,ANTERIOR FATURA SERVICIOS,"2,088.00",,,,
30/06/17,ANTERIOR FATURA SERVICIOS,"29,741.99",,,,
30/06/17,ANTERIOR FATURA SERVICIOS,"1,963.88",,,,
30/06/17,ANTERIOR FATURA SERVICIOS,"35,387.82",,,,
03/07/17,ANTERIOR FATURA SERVICIOS,"1,227.28",,,,
03/07/17,ANTERIOR FATURA SERVICIOS,"103,642.00",,,,
03/07/17,ANTERIOR FATURA SERVICIOS,"3,000.00",,,,
03/07/17,ANTERIOR FATURA SERVICIOS,"21,073.33",,,,
03/07/17,ANTERIOR FATURA SERVICIOS,"46,063.99",,,,
03/07/17,ANTERIOR FATURA SERVICIOS,"14,070.80",,,,
04/07/17,ANTERIOR FATURA SERVICIOS,"2,088.00",,,,
04/07/17,ANTERIOR FATURA SERVICIOS,"14,349.20",,,,
05/07/17,ANTERIOR FATURA SERVICIOS,"1,181.99",,,,
05/07/17,ANTERIOR FATURA SERVICIOS,"8,115.36",,,,
05/07/17,ANTERIOR FATURA SERVICIOS,"3,730.12",,,,
05/07/17,ANTERIOR FATURA SERVICIOS,"2,737.60",,,,
06/07/17,ANTERIOR FATURA SERVICIOS,"2,816.48",,,,
06/07/17,ANTERIOR FATURA SERVICIOS,"4,640.00",,,,
06/07/17,ANTERIOR FATURA SERVICIOS,"1,276.00",,,,
06/07/17,ANTERIOR FATURA SERVICIOS,"268,608.00",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"2,887.11",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"1,540.48",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"3,080.96",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"3,424.25",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"4,927.68",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"83,162.11",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"10,208.00",,,,
07/07/17,ANTERIOR FATURA SERVICIOS,"4,050.00",,,,
08/07/17,ANTERIOR FATURA SERVICIOS,"9,710.13",,,,
08/07/17,ANTERIOR FATURA SERVICIOS,"40,600.00",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"12,209.99",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"5,105.16",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"4,348.96",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"1,670.40",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"3,013.99",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"1,182.43",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"5,105.16",,,,
10/07/17,ANTERIOR FATURA SERVICIOS,"2,482.20",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"6,041.13",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"3,020.64",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"1,617.04",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"6,343.10",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"8,477.49",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"4,822.29",,,,
11/07/17,ANTERIOR FATURA SERVICIOS,"3,310.18",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"17,433.51",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"4,779.40",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"2,320.00",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"4,762.96",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"3,853.78",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"10,727.68",,,,
12/07/17,ANTERIOR FATURA SERVICIOS,"7,812.60",,,,
13/07/17,ANTERIOR FATURA SERVICIOS,850.05,,,,
14/07/17,ANTERIOR FATURA SERVICIOS,"4,882.09",,,,
14/07/17,ANTERIOR FATURA SERVICIOS,"4,882.09",,,,
14/07/17,ANTERIOR FATURA SERVICIOS,"2,146.00",,,,
14/07/17,ANTERIOR FATURA SERVICIOS,"9,744.00",,,,
14/07/17,ANTERIOR FATURA SERVICIOS,"30,018.00",,,,
14/07/17,ANTERIOR FATURA SERVICIOS,"26,349.45",,,,
14/07/17,ANTERIOR FATURA SERVICIOS,265.66,,,,
17/07/17,ANTERIOR FATURA SERVICIOS,"8,669.06",,,,
17/07/17,ANTERIOR FACTURA VENTAS,"6,774.40",,,,
19/07/17,ANTERIOR FATURA SERVICIOS,"3,190.00",,,,
19/07/17,ANTERIOR FATURA SERVICIOS,654.24,,,,
19/07/17,ANTERIOR FATURA SERVICIOS,"12,656.79",,,,
20/07/17,ANTERIOR FATURA SERVICIOS,"16,553.20",,,,
20/07/17,ANTERIOR FATURA SERVICIOS,"14,094.00",,,,
21/07/17,ANTERIOR FATURA SERVICIOS,"4,025.20",,,,
21/07/17,ANTERIOR FATURA SERVICIOS,"18,166.10",,,,
21/07/17,ANTERIOR FATURA SERVICIOS,"6,722.20",,,,
22/07/17,ANTERIOR FACTURA VENTAS,"3,050.80",,,,
24/07/17,ANTERIOR FATURA SERVICIOS,"6,755.71",,,,
24/07/17,ANTERIOR FATURA SERVICIOS,"9,000.00",,,,
25/07/17,ANTERIOR FATURA SERVICIOS,"2,726.00",,,,
25/07/17,ANTERIOR FATURA SERVICIOS,"2,075.11",,,,
25/07/17,ANTERIOR FATURA SERVICIOS,"1,948.80",,,,
26/07/17,ANTERIOR FATURA SERVICIOS,"10,208.00",,,,
26/07/17,ANTERIOR FATURA SERVICIOS,"15,129.21",,,,
26/07/17,ANTERIOR FATURA SERVICIOS,"10,208.00",,,,
27/07/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
27/07/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
27/07/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
27/07/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
27/07/17,ANTERIOR FATURA SERVICIOS,"3,377.92",,,,
27/07/17,ANTERIOR FATURA SERVICIOS,"8,197.21",,,,
28/07/17,ANTERIOR FATURA SERVICIOS,"4,640.00",,,,
28/07/17,ANTERIOR FATURA SERVICIOS,"8,011.47",,,,
28/07/17,ANTERIOR FATURA SERVICIOS,"10,817.00",,,,
28/07/17,ANTERIOR FATURA SERVICIOS,"2,552.00",,,,
31/07/17,ANTERIOR FATURA SERVICIOS,"50,000.00",,,,
02/08/17,ANTERIOR FATURA SERVICIOS,"149,026.00",,,,
02/08/17,ANTERIOR FATURA SERVICIOS,"72,325.00",,,,
02/08/17,ANTERIOR FATURA SERVICIOS,"5,423.00",,,,
02/08/17,ANTERIOR FATURA SERVICIOS,"10,455.32",,,,
03/08/17,ANTERIOR FATURA SERVICIOS,"3,272.80",,,,
07/08/17,ANTERIOR FATURA SERVICIOS,"12,876.00",,,,
07/08/17,ANTERIOR FATURA SERVICIOS,"23,120.01",,,,
07/08/17,ANTERIOR FATURA SERVICIOS,"1,392.00",,,,
07/08/17,ANTERIOR FATURA SERVICIOS,"1,778.00",,,,
07/08/17,ANTERIOR FATURA SERVICIOS,"14,957.97",,,,
08/08/17,ANTERIOR FATURA SERVICIOS,"9,016.94",,,,
08/08/17,ANTERIOR FATURA SERVICIOS,"8,197.21",,,,
08/08/17,ANTERIOR FACTURA VENTAS,"112,752.00",,,,
08/08/17,ANTERIOR FATURA SERVICIOS,255.00,,,,
08/08/17,ANTERIOR FATURA SERVICIOS,"4,927.68",,,,
09/08/17,ANTERIOR FATURA SERVICIOS,"3,027.60",,,,
09/08/17,ANTERIOR FATURA SERVICIOS,"11,356.40",,,,
10/08/17,ANTERIOR FATURA SERVICIOS,"13,653.20",,,,
10/08/17,ANTERIOR FATURA SERVICIOS,"1,716.80",,,,
10/08/17,ANTERIOR FACTURA VENTAS,"15,544.00",,,,
11/08/17,ANTERIOR FATURA SERVICIOS,"9,710.13",,,,
11/08/17,ANTERIOR FATURA SERVICIOS,"10,166.61",,,,
11/08/17,ANTERIOR FATURA SERVICIOS,"2,814.61",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"5,916.00",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"17,433.51",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"5,104.00",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"4,516.34",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"10,849.86",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"1,699.98",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"3,505.06",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"9,718.22",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"10,973.60",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"5,427.41",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"5,105.16",,,,
14/08/17,ANTERIOR FATURA SERVICIOS,"5,311.64",,,,
15/08/17,ANTERIOR FATURA SERVICIOS,"3,236.48",,,,
15/08/17,ANTERIOR FATURA SERVICIOS,"4,250.00",,,,
15/08/17,ANTERIOR FACTURA VENTAS,"41,760.00",,,,
15/08/17,ANTERIOR FATURA SERVICIOS,"4,676.01",,,,
16/08/17,ANTERIOR FATURA SERVICIOS,"7,000.00",,,,
16/08/17,ANTERIOR FATURA SERVICIOS,"10,006.00",,,,
17/08/17,ANTERIOR FATURA SERVICIOS,"4,787.04",,,,
17/08/17,ANTERIOR FATURA SERVICIOS,"3,076.25",,,,
17/08/17,ANTERIOR FATURA SERVICIOS,"8,188.27",,,,
17/08/17,ANTERIOR FATURA SERVICIOS,"1,540.48",,,,
17/08/17,ANTERIOR FATURA SERVICIOS,"4,762.96",,,,
18/08/17,ANTERIOR FATURA SERVICIOS,"2,262.00",,,,
19/08/17,ANTERIOR FATURA SERVICIOS,"18,000.00",,,,
19/08/17,ANTERIOR FATURA SERVICIOS,"2,320.00",,,,
21/08/17,ANTERIOR FATURA SERVICIOS,"14,036.00",,,,
22/08/17,ANTERIOR FACTURA VENTAS,"9,660.48",,,,
22/08/17,ANTERIOR FATURA SERVICIOS,"10,727.68",,,,
22/08/17,ANTERIOR FATURA SERVICIOS,"6,246.60",,,,
22/08/17,ANTERIOR FATURA SERVICIOS,"6,107.40",,,,
22/08/17,ANTERIOR FACTURA VENTAS,"253,460.00",,,,
22/08/17,ANTERIOR FATURA SERVICIOS,"15,625.20",,,,
24/08/17,ANTERIOR FATURA SERVICIOS,"32,122.98",,,,
25/08/17,ANTERIOR FATURA SERVICIOS,"7,085.28",,,,
25/08/17,ANTERIOR FATURA SERVICIOS,"240,120.00",,,,
28/08/17,ANTERIOR FATURA SERVICIOS,"1,948.80",,,,
28/08/17,ANTERIOR FATURA SERVICIOS,841.00,,,,
28/08/17,ANTERIOR FATURA SERVICIOS,"4,674.80",,,,
28/08/17,ANTERIOR FATURA SERVICIOS,"1,363.00",,,,
28/08/17,ANTERIOR FATURA SERVICIOS,"2,748.04",,,,
28/08/17,ANTERIOR FATURA SERVICIOS,"2,774.02",,,,
28/08/17,ANTERIOR FATURA SERVICIOS,"4,442.34",,,,
29/08/17,ANTERIOR FATURA SERVICIOS,"1,505.00",,,,
29/08/17,ANTERIOR FATURA SERVICIOS,"10,817.00",,,,
29/08/17,ANTERIOR FATURA SERVICIOS,"1,529.99",,,,
29/08/17,ANTERIOR FATURA SERVICIOS,"1,740.00",,,,
30/08/17,ANTERIOR FATURA SERVICIOS,"1,514.99",,,,
30/08/17,ANTERIOR FATURA SERVICIOS,"1,548.60",,,,
30/08/17,ANTERIOR FATURA SERVICIOS,"1,925.60",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"11,391.21",,,,
31/08/17,ANTERIOR FACTURA VENTAS,487.20,,,,
31/08/17,ANTERIOR FACTURA VENTAS,"4,999.95",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"6,041.13",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"1,511.00",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"3,886.00",,,,
31/08/17,ANTERIOR FACTURA VENTAS,"1,783.50",,,,
31/08/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
31/08/17,ANTERIOR FACTURA VENTAS,"3,807.99",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"5,846.25",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"6,041.13",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"4,503.82",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"3,399.99",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"5,715.31",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"1,392.00",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"1,510.00",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"5,846.25",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"8,150.29",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"5,846.25",,,,
04/09/17,ANTERIOR FATURA SERVICIOS,"13,189.17",,,,
05/09/17,ANTERIOR FATURA SERVICIOS,"155,268.99",,,,
05/09/17,ANTERIOR FATURA SERVICIOS,"83,785.00",,,,
05/09/17,ANTERIOR FATURA SERVICIOS,"2,232.35",,,,
05/09/17,ANTERIOR FATURA SERVICIOS,"6,333.60",,,,
05/09/17,ANTERIOR FATURA SERVICIOS,"8,175.68",,,,
05/09/17,ANTERIOR FATURA SERVICIOS,"4,927.68",,,,
12/09/17,ANTERIOR FATURA SERVICIOS,"4,516.34",,,,
12/09/17,ANTERIOR FATURA SERVICIOS,"17,433.51",,,,
12/09/17,ANTERIOR FATURA SERVICIOS,"9,718.22",,,,
13/09/17,ANTERIOR FATURA SERVICIOS,"10,804.48",,,,
13/09/17,ANTERIOR FATURA SERVICIOS,"10,849.87",,,,
15/09/17,ANTERIOR FATURA SERVICIOS,"9,709.20",,,,
15/09/17,ANTERIOR FATURA SERVICIOS,"6,356.80",,,,
15/09/17,ANTERIOR FATURA SERVICIOS,"6,826.00",,,,
15/09/17,ANTERIOR FATURA SERVICIOS,"1,566.00",,,,
18/09/17,ANTERIOR FATURA SERVICIOS,"11,377.28",,,,
18/09/17,ANTERIOR FATURA SERVICIOS,"3,190.00",,,,
18/09/17,ANTERIOR FATURA SERVICIOS,"4,762.96",,,,
18/09/17,ANTERIOR FATURA SERVICIOS,"1,827.00",,,,
21/09/17,ANTERIOR FATURA SERVICIOS,"24,513.12",,,,
22/09/17,ANTERIOR FATURA SERVICIOS,"1,948.80",,,,
23/09/17,ANTERIOR FATURA SERVICIOS,"1,411.50",,,,
23/09/17,ANTERIOR FATURA SERVICIOS,"1,300.00",,,,
25/09/17,ANTERIOR FATURA SERVICIOS,"6,826.01",,,,
25/09/17,ANTERIOR FATURA SERVICIOS,"10,826.66",,,,
28/09/17,ANTERIOR FATURA SERVICIOS,"2,610.00",,,,
28/09/17,ANTERIOR FATURA SERVICIOS,"5,916.00",,,,
28/09/17,ANTERIOR FATURA SERVICIOS,"5,916.00",,,,
28/09/17,ANTERIOR FATURA SERVICIOS,"3,190.00",,,,
29/09/17,ANTERIOR FATURA SERVICIOS,"1,576.38",,,,
29/09/17,ANTERIOR FACTURA VENTAS,"49,288.40",,,,
29/09/17,ANTERIOR FATURA SERVICIOS,"7,903.08",,,,
29/09/17,ANTERIOR FATURA SERVICIOS,"7,903.08",,,,
29/09/17,ANTERIOR FATURA SERVICIOS,752.03,,,,
29/09/17,ANTERIOR FATURA SERVICIOS,"29,116.00",,,,
29/09/17,ANTERIOR FATURA SERVICIOS,"1,849.99",,,,
29/09/17,ANTERIOR FACTURA VENTAS,"59,619.77",,,,
30/09/17,ANTERIOR FATURA SERVICIOS,"135,311.42",,,,
30/09/17,ANTERIOR FATURA SERVICIOS,"3,027.60",,,,
02/10/17,ANTERIOR FATURA SERVICIOS,"17,010.32",,,,
02/10/17,ANTERIOR FATURA SERVICIOS,"3,709.68",,,,
03/10/17,ANTERIOR FATURA SERVICIOS,"6,192.08",,,,
03/10/17,ANTERIOR FATURA SERVICIOS,"29,116.00",,,,
03/10/17,ANTERIOR FATURA SERVICIOS,"1,856.00",,,,
03/10/17,ANTERIOR FATURA SERVICIOS,"1,856.00",,,,
04/10/17,ANTERIOR FATURA SERVICIOS,"135,311.42",,,,
04/10/17,ANTERIOR FATURA SERVICIOS,"2,795.60",,,,
04/10/17,ANTERIOR FATURA SERVICIOS,"8,700.00",,,,
04/10/17,ANTERIOR FATURA SERVICIOS,"5,289.60",,,,
04/10/17,ANTERIOR FATURA SERVICIOS,"55,564.00",,,,
04/10/17,ANTERIOR FATURA SERVICIOS,"1,740.00",,,,
06/10/17,ANTERIOR FATURA SERVICIOS,"1,334.00",,,,
06/10/17,ANTERIOR FATURA SERVICIOS,"5,220.00",,,,
06/10/17,ANTERIOR FATURA SERVICIOS,"12,818.00",,,,
06/10/17,ANTERIOR FATURA SERVICIOS,"2,392.50",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"4,927.68",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"9,094.40",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,499.99,,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"5,751.66",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"3,919.87",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"10,150.00",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"19,673.60",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"10,014.34",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"11,270.06",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"8,240.25",,,,
09/10/17,ANTERIOR FATURA SERVICIOS,"10,150.00",,,,
10/10/17,ANTERIOR FATURA SERVICIOS,"3,420.71",,,,
12/10/17,ANTERIOR FATURA SERVICIOS,"2,320.00",,,,
12/10/17,ANTERIOR FATURA SERVICIOS,"6,192.08",,,,
12/10/17,ANTERIOR FATURA SERVICIOS,"21,054.00",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"1,970.49",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"15,763.94",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"76,504.73",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"8,175.68",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"1,740.00",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"3,445.20",,,,
13/10/17,ANTERIOR FATURA SERVICIOS,"194,563.39",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"7,857.84",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"2,598.40",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"14,938.22",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"4,762.96",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"2,392.50",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"9,552.60",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"1,920.96",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"1,707.06",,,,
16/10/17,ANTERIOR FATURA SERVICIOS,"3,660.96",,,,
17/10/17,ANTERIOR FATURA SERVICIOS,"1,000.50",,,,
17/10/17,ANTERIOR FATURA SERVICIOS,"10,000.00",,,,
17/10/17,ANTERIOR FATURA SERVICIOS,"7,424.00",,,,
17/10/17,ANTERIOR FATURA SERVICIOS,"13,050.00",,,,
17/10/17,ANTERIOR FATURA SERVICIOS,"6,496.00",,,,
17/10/17,ANTERIOR FACTURA VENTAS,"5,765.20",,,,
17/10/17,ANTERIOR FATURA SERVICIOS,"1,000.50",,,,
20/10/17,ANTERIOR FATURA SERVICIOS,"9,473.33",,,,
20/10/17,ANTERIOR FATURA SERVICIOS,"1,740.00",,,,
20/10/17,ANTERIOR FATURA SERVICIOS,696.00,,,,
20/10/17,ANTERIOR FATURA SERVICIOS,"3,368.64",,,,
20/10/17,ANTERIOR FATURA SERVICIOS,"1,190.16",,,,
23/10/17,ANTERIOR FATURA SERVICIOS,"3,400.01",,,,
23/10/17,ANTERIOR FATURA SERVICIOS,"1,200.00",,,,
24/10/17,ANTERIOR FATURA SERVICIOS,"137,957.38",,,,
25/10/17,ANTERIOR FATURA SERVICIOS,"5,226.96",,,,
25/10/17,ANTERIOR FATURA SERVICIOS,"133,632.00",,,,
25/10/17,ANTERIOR FATURA SERVICIOS,"25,776.36",,,,
25/10/17,ANTERIOR FATURA SERVICIOS,"16,240.00",,,,
27/10/17,ANTERIOR FATURA SERVICIOS,"17,980.00",,,,
27/10/17,ANTERIOR FATURA SERVICIOS,"1,252.80",,,,
28/10/17,ANTERIOR FATURA SERVICIOS,"2,392.50",,,,
28/10/17,ANTERIOR FATURA SERVICIOS,"1,700.00",,,,
28/10/17,ANTERIOR FATURA SERVICIOS,"38,372.22",,,,
30/10/17,ANTERIOR FATURA SERVICIOS,"13,014.04",,,,
31/10/17,ANTERIOR FATURA SERVICIOS,"9,560.00",,,,
31/10/17,ANTERIOR FATURA SERVICIOS,"6,248.00",,,,
31/10/17,ANTERIOR FATURA SERVICIOS,"6,107.40",,,,
01/11/17,ANTERIOR FATURA SERVICIOS,"1,450.00",,,,
01/11/17,ANTERIOR FATURA SERVICIOS,"9,560.00",,,,
03/11/17,ANTERIOR FATURA SERVICIOS,"3,178.40",,,,
03/11/17,ANTERIOR FATURA SERVICIOS,"4,152.00",,,,
03/11/17,ANTERIOR FATURA SERVICIOS,309.35,,,,
06/11/17,ANTERIOR FATURA SERVICIOS,"5,289.60",,,,
06/11/17,ANTERIOR FATURA SERVICIOS,"401,462.00",,,,
06/11/17,ANTERIOR FATURA SERVICIOS,"3,126.43",,,,
06/11/17,ANTERIOR FATURA SERVICIOS,"2,262.00",,,,
06/11/17,ANTERIOR FATURA SERVICIOS,"54,507.41",,,,
07/11/17,ANTERIOR FATURA SERVICIOS,"1,972.00",,,,
07/11/17,ANTERIOR FATURA SERVICIOS,"10,804.48",,,,
07/11/17,ANTERIOR FATURA SERVICIOS,"10,804.48",,,,
07/11/17,ANTERIOR FATURA SERVICIOS,"10,804.48",,,,
08/11/17,ANTERIOR FATURA SERVICIOS,"5,660.80",,,,
08/11/17,ANTERIOR FATURA SERVICIOS,"5,289.60",,,,
08/11/17,ANTERIOR FATURA SERVICIOS,"2,348.35",,,,
08/11/17,ANTERIOR FATURA SERVICIOS,"1,948.80",,,,
09/11/17,ANTERIOR FACTURA VENTAS,"2,696.86",,,,
09/11/17,ANTERIOR FATURA SERVICIOS,"4,558.80",,,,
09/11/17,ANTERIOR FACTURA VENTAS,"58,000.00",,,,
10/11/17,ANTERIOR FATURA SERVICIOS,"10,817.00",,,,
10/11/17,ANTERIOR FATURA SERVICIOS,"4,795.92",,,,
13/11/17,ANTERIOR FATURA SERVICIOS,"12,963.00",,,,
13/11/17,ANTERIOR FATURA SERVICIOS,"9,361.20",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"10,006.00",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"1,700.00",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"2,494.00",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"3,538.00",,,,
15/11/17,ANTERIOR FACTURA VENTAS,"2,992.80",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"10,006.00",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"10,006.00",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"11,382.50",,,,
15/11/17,ANTERIOR FATURA SERVICIOS,"1,334.00",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"7,163.00",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"7,050.24",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"1,792.90",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"1,827.04",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"1,792.90",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"1,623.45",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"4,427.59",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"4,427.59",,,,
16/11/17,ANTERIOR FATURA SERVICIOS,"4,882.20",,,,
22/11/17,ANTERIOR FATURA SERVICIOS,"4,762.96",,,,
22/11/17,ANTERIOR FATURA SERVICIOS,"4,934.99",,,,
22/11/17,ANTERIOR FATURA SERVICIOS,"135,311.42",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"5,411.40",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"3,335.00",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"19,575.00",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"3,504.36",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"7,285.73",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"15,348.19",,,,
23/11/17,ANTERIOR FATURA SERVICIOS,"3,857.00",,,,
24/11/17,ANTERIOR FATURA SERVICIOS,"8,830.50",,,,
25/11/17,ANTERIOR FATURA SERVICIOS,"16,463.42",,,,
