Region,State,Order Date,Order_Year,Order_Month,Order_Day,Customer Segment,Product Category,Sales
East,New Hampshire,2012-10-01,2012,10,1,Small Business,Office Supplies,43.72
East,Vermont,2012-10-01,2012,10,1,Home Office,Technology,248.3955
South,Mississippi,2012-10-01,2012,10,1,Consumer,Office Supplies,2333.06
South,Florida,2012-10-01,2012,10,1,Corporate,Office Supplies,7156.56
East,New Hampshire,2012-10-01,2012,10,1,Home Office,Office Supplies,300.07
West,California,2012-10-01,2012,10,1,Small Business,Office Supplies,88.23
Central,Indiana,2012-10-02,2012,10,2,Corporate,Furniture,566.12
West,California,2012-10-02,2012,10,2,Corporate,Furniture,7937.59
Central,Kansas,2012-10-02,2012,10,2,Small Business,Office Supplies,7036.11
West,California,2012-10-02,2012,10,2,Corporate,Technology,9396.41
East,Ohio,2012-10-04,2012,10,4,Corporate,Furniture,308.64
East,West Virginia,2012-10-04,2012,10,4,Small Business,Furniture,307.76
South,Florida,2012-10-04,2012,10,4,Consumer,Furniture,1548.43
East,West Virginia,2012-10-04,2012,10,4,Small Business,Technology,1129.9305
Central,Oklahoma,2012-10-04,2012,10,4,Corporate,Furniture,185.15
East,New Jersey,2012-10-04,2012,10,4,Corporate,Furniture,315.07
Central,Oklahoma,2012-10-04,2012,10,4,Corporate,Office Supplies,103.72
East,New York,2012-10-04,2012,10,4,Small Business,Office Supplies,1184.45
East,New York,2012-10-04,2012,10,4,Small Business,Office Supplies,25409.63
East,New York,2012-10-04,2012,10,4,Small Business,Technology,7308.283
South,Florida,2012-10-04,2012,10,4,Consumer,Technology,54.84
East,MA,2012-10-04,2012,10,4,Corporate,Office Supplies,17.59
East,Maryland,2012-10-04,2012,10,4,Consumer,Technology,195.83
South,Arkansas,2012-10-04,2012,10,4,Home Office,Office Supplies,375.61
Central,Minnesota,2012-10-05,2012,10,5,Corporate,Furniture,63.71
Central,Minnesota,2012-10-05,2012,10,5,Corporate,Office Supplies,5388.8
East,New Jersey,2012-10-05,2012,10,5,Corporate,Technology,2205.84
East,New Jersey,2012-10-05,2012,10,5,Corporate,Technology,8252.361
East,Ohio,2012-10-05,2012,10,5,Home Office,Furniture,5105.06
West,Colorado,2012-10-06,2012,10,6,Corporate,Office Supplies,98.46
South,Louisiana,2012-10-06,2012,10,6,Corporate,Office Supplies,176.28
West,Colorado,2012-10-06,2012,10,6,Corporate,Technology,569.636
West,Idaho,2012-10-07,2012,10,7,Small Business,Furniture,215.24
East,New York,2012-10-07,2012,10,7,Small Business,Technology,670.39
East,New York,2012-10-07,2012,10,7,Small Business,Technology,5618.4
Central,Michigan,2012-10-07,2012,10,7,Consumer,Furniture,3939.89
Central,Michigan,2012-10-07,2012,10,7,Consumer,Office Supplies,277.88
Central,Michigan,2012-10-07,2012,10,7,Consumer,Office Supplies,925.3
East,New York,2012-10-07,2012,10,7,Small Business,Office Supplies,5450.6
Central,MO,2012-10-07,2012,10,7,Consumer,Technology,1642.642
West,Idaho,2012-10-07,2012,10,7,Small Business,Technology,654.874
Central,MO,2012-10-07,2012,10,7,Consumer,Technology,154.94
East,New York,2012-10-08,2012,10,8,Consumer,Furniture,331.17
South,North Carolina,2012-10-08,2012,10,8,Home Office,Office Supplies,163.62
South,Georgia,2012-10-08,2012,10,8,Corporate,Office Supplies,68.73
South,North Carolina,2012-10-08,2012,10,8,Home Office,Office Supplies,1504.01
Central,Illinois,2012-10-08,2012,10,8,Consumer,Technology,822.8425
West,Arizona,2012-10-08,2012,10,8,Corporate,Furniture,3044.7
East,New York,2012-10-08,2012,10,8,Consumer,Office Supplies,68.04
South,Arkansas,2012-10-09,2012,10,9,Consumer,Office Supplies,94.86
Central,Illinois,2012-10-09,2012,10,9,Corporate,Office Supplies,191.67
Central,Illinois,2012-10-09,2012,10,9,Corporate,Technology,436.05
South,Arkansas,2012-10-09,2012,10,9,Consumer,Office Supplies,744.12
Central,Illinois,2012-10-09,2012,10,9,Corporate,Office Supplies,507.64
South,Virginia,2012-10-09,2012,10,9,Home Office,Office Supplies,207.21
South,Mississippi,2012-10-09,2012,10,9,Home Office,Technology,3361.84
Central,Illinois,2012-10-09,2012,10,9,Corporate,Technology,5247.4835
Central,Illinois,2012-10-09,2012,10,9,Corporate,Furniture,5586.33
Central,Texas,2012-10-09,2012,10,9,Consumer,Office Supplies,1136.47
South,Virginia,2012-10-09,2012,10,9,Home Office,Office Supplies,901.32
Central,Illinois,2012-10-09,2012,10,9,Corporate,Office Supplies,114.12
South,Mississippi,2012-10-09,2012,10,9,Home Office,Office Supplies,195.82
Central,Texas,2012-10-09,2012,10,9,Consumer,Technology,325.81
South,Florida,2012-10-10,2012,10,10,Small Business,Technology,2710.5055
Central,Wisconsin,2012-10-10,2012,10,10,Corporate,Office Supplies,659.13
East,Maryland,2012-10-10,2012,10,10,Home Office,Office Supplies,43.55
South,Florida,2012-10-10,2012,10,10,Small Business,Office Supplies,64.03
South,Florida,2012-10-10,2012,10,10,Small Business,Furniture,53.32
West,California,2012-10-11,2012,10,11,Corporate,Furniture,863.26
East,Ohio,2012-10-11,2012,10,11,Home Office,Furniture,158.83
Central,Indiana,2012-10-11,2012,10,11,Corporate,Office Supplies,33.64
South,Georgia,2012-10-11,2012,10,11,Corporate,Office Supplies,1351.76
South,Georgia,2012-10-11,2012,10,11,Corporate,Office Supplies,595.4
South,Florida,2012-10-12,2012,10,12,Corporate,Office Supplies,103.55
West,Arizona,2012-10-12,2012,10,12,Consumer,Technology,487.72
East,Ohio,2012-10-13,2012,10,13,Corporate,Furniture,3122.55
Central,Texas,2012-10-13,2012,10,13,Corporate,Furniture,153.44
Central,Texas,2012-10-13,2012,10,13,Corporate,Office Supplies,1401.75
Central,Wisconsin,2012-10-13,2012,10,13,Home Office,Technology,1138.43
Central,Wisconsin,2012-10-13,2012,10,13,Home Office,Technology,5271.0455
East,Pennsylvania,2012-10-13,2012,10,13,Home Office,Furniture,112.16
Central,Illinois,2012-10-15,2012,10,15,Consumer,Furniture,1404.22
Central,Michigan,2012-10-15,2012,10,15,Consumer,Furniture,359.68
Central,Michigan,2012-10-15,2012,10,15,Consumer,Technology,1288.515
East,Ohio,2012-10-15,2012,10,15,Corporate,Office Supplies,157.57
West,California,2012-10-15,2012,10,15,Corporate,Office Supplies,167.5
South,Mississippi,2012-10-15,2012,10,15,Home Office,Office Supplies,513.5
Central,Michigan,2012-10-15,2012,10,15,Consumer,Technology,131.55
Central,Michigan,2012-10-15,2012,10,15,Consumer,Office Supplies,258.11
West,Utah,2012-10-15,2012,10,15,Corporate,Office Supplies,183.45
Central,Illinois,2012-10-17,2012,10,17,Consumer,Office Supplies,1003.06
South,Florida,2012-10-17,2012,10,17,Home Office,Furniture,112.47
West,Montana,2012-10-17,2012,10,17,Home Office,Office Supplies,103.5
West,Montana,2012-10-17,2012,10,17,Home Office,Technology,19707.2
East,Ohio,2012-10-17,2012,10,17,Home Office,Office Supplies,2421.44
South,Kentucky,2012-10-18,2012,10,18,Corporate,Technology,2115.242
South,Kentucky,2012-10-18,2012,10,18,Corporate,Office Supplies,1411.58
South,Kentucky,2012-10-18,2012,10,18,Corporate,Furniture,1246.68
Central,Michigan,2012-10-18,2012,10,18,Home Office,Office Supplies,1993.94
West,Washington,2012-10-18,2012,10,18,Corporate,Furniture,1333.19
Central,Michigan,2012-10-18,2012,10,18,Home Office,Office Supplies,24.73
Central,Michigan,2012-10-18,2012,10,18,Home Office,Office Supplies,265.35
South,Virginia,2012-10-19,2012,10,19,Small Business,Office Supplies,21.71
West,California,2012-10-19,2012,10,19,Corporate,Technology,1351.653
West,California,2012-10-19,2012,10,19,Corporate,Office Supplies,63.0
South,Florida,2012-10-19,2012,10,19,Consumer,Technology,7827.51
South,North Carolina,2012-10-19,2012,10,19,Corporate,Office Supplies,67.22
South,North Carolina,2012-10-19,2012,10,19,Corporate,Office Supplies,76.85
South,Virginia,2012-10-20,2012,10,20,Consumer,Furniture,3267.41
South,Georgia,2012-10-20,2012,10,20,Home Office,Furniture,6685.05
South,Georgia,2012-10-20,2012,10,20,Home Office,Furniture,1175.53
East,New York,2012-10-20,2012,10,20,Consumer,Office Supplies,161.8
East,New York,2012-10-20,2012,10,20,Consumer,Office Supplies,64.36
Central,Texas,2012-10-20,2012,10,20,Home Office,Technology,3925.9715
Central,Texas,2012-10-20,2012,10,20,Home Office,Furniture,14521.39
South,Georgia,2012-10-20,2012,10,20,Home Office,Office Supplies,12073.06
West,Washington,2012-10-20,2012,10,20,Small Business,Technology,1768.969
South,Virginia,2012-10-20,2012,10,20,Consumer,Technology,26126.92
East,Ohio,2012-10-21,2012,10,21,Corporate,Office Supplies,21337.27
South,Georgia,2012-10-21,2012,10,21,Corporate,Office Supplies,14.84
Central,South Dakota,2012-10-21,2012,10,21,Home Office,Office Supplies,52.38
South,Georgia,2012-10-21,2012,10,21,Corporate,Technology,922.47
South,Virginia,2012-10-21,2012,10,21,Corporate,Office Supplies,876.64
East,Connecticut,2012-10-22,2012,10,22,Small Business,Office Supplies,55.43
East,MA,2012-10-22,2012,10,22,Small Business,Office Supplies,2096.7
Central,Texas,2012-10-23,2012,10,23,Corporate,Furniture,2230.97
Central,Illinois,2012-10-23,2012,10,23,Corporate,Office Supplies,22.06
Central,Texas,2012-10-23,2012,10,23,Corporate,Furniture,200.77
Central,Illinois,2012-10-23,2012,10,23,Corporate,Technology,12616.2
West,Colorado,2012-10-24,2012,10,24,Home Office,Office Supplies,9.4
West,Oregon,2012-10-24,2012,10,24,Consumer,Office Supplies,378.9
West,Oregon,2012-10-24,2012,10,24,Consumer,Office Supplies,264.05
West,California,2012-10-25,2012,10,25,Consumer,Furniture,485.97
West,California,2012-10-25,2012,10,25,Consumer,Furniture,16451.33
West,California,2012-10-25,2012,10,25,Consumer,Furniture,109.71
South,Georgia,2012-10-25,2012,10,25,Home Office,Office Supplies,128.31
West,California,2012-10-25,2012,10,25,Consumer,Office Supplies,194.2
East,MA,2012-10-26,2012,10,26,Consumer,Office Supplies,2651.23
South,Tennessee,2012-10-27,2012,10,27,Small Business,Office Supplies,124.01
South,Tennessee,2012-10-27,2012,10,27,Small Business,Office Supplies,1836.84
West,Washington,2012-10-27,2012,10,27,Small Business,Technology,2951.438
South,Kentucky,2012-10-28,2012,10,28,Corporate,Office Supplies,172.98
East,New York,2012-10-28,2012,10,28,Corporate,Office Supplies,3080.07
East,New York,2012-10-28,2012,10,28,Corporate,Office Supplies,5459.32
South,Kentucky,2012-10-28,2012,10,28,Corporate,Office Supplies,1370.56
Central,Wisconsin,2012-10-28,2012,10,28,Home Office,Office Supplies,367.11
South,Alabama,2012-10-28,2012,10,28,Home Office,Office Supplies,856.9
East,New York,2012-10-28,2012,10,28,Corporate,Technology,1793.42
South,Georgia,2012-10-29,2012,10,29,Home Office,Office Supplies,1169.26
West,Colorado,2012-10-29,2012,10,29,Consumer,Office Supplies,107.88
West,Colorado,2012-10-29,2012,10,29,Consumer,Office Supplies,623.02
East,Maryland,2012-10-29,2012,10,29,Corporate,Technology,88.315
South,Florida,2012-10-29,2012,10,29,Small Business,Technology,187.6375
West,Colorado,2012-10-29,2012,10,29,Consumer,Office Supplies,181.17
West,Colorado,2012-10-29,2012,10,29,Consumer,Office Supplies,13.16
East,Maryland,2012-10-29,2012,10,29,Corporate,Office Supplies,287.54
South,Virginia,2012-10-29,2012,10,29,Corporate,Furniture,2951.7
West,Utah,2012-10-30,2012,10,30,Home Office,Office Supplies,38.37
East,Maryland,2012-10-30,2012,10,30,Home Office,Furniture,620.02
South,Florida,2012-10-30,2012,10,30,Consumer,Office Supplies,34.18
South,Florida,2012-10-30,2012,10,30,Home Office,Office Supplies,116.06
West,California,2012-10-31,2012,10,31,Corporate,Office Supplies,11.89
East,Connecticut,2012-10-31,2012,10,31,Corporate,Office Supplies,1318.49
East,Connecticut,2012-10-31,2012,10,31,Corporate,Office Supplies,87.44
East,Maine,2012-10-31,2012,10,31,Corporate,Technology,129.7865
South,Florida,2012-10-31,2012,10,31,Consumer,Office Supplies,133.85
South,Florida,2012-11-01,2012,11,1,Small Business,Office Supplies,152.31
Central,Texas,2012-11-02,2012,11,2,Small Business,Office Supplies,235.09
East,Ohio,2012-11-02,2012,11,2,Home Office,Technology,904.93
West,California,2012-11-02,2012,11,2,Corporate,Furniture,63.91
East,Ohio,2012-11-02,2012,11,2,Home Office,Office Supplies,98.51
South,Alabama,2012-11-02,2012,11,2,Home Office,Office Supplies,56.22
West,California,2012-11-02,2012,11,2,Corporate,Technology,1909.0065
East,New Jersey,2012-11-02,2012,11,2,Home Office,Furniture,9517.6
Central,Texas,2012-11-02,2012,11,2,Corporate,Office Supplies,457.68
South,Alabama,2012-11-02,2012,11,2,Home Office,Office Supplies,107.96
South,Alabama,2012-11-02,2012,11,2,Home Office,Furniture,3169.992
Central,Texas,2012-11-02,2012,11,2,Small Business,Furniture,187.46
East,Ohio,2012-11-03,2012,11,3,Corporate,Office Supplies,3508.33
Central,Indiana,2012-11-03,2012,11,3,Corporate,Furniture,538.51
South,North Carolina,2012-11-03,2012,11,3,Corporate,Furniture,6865.19
Central,Michigan,2012-11-03,2012,11,3,Home Office,Furniture,668.39
Central,Michigan,2012-11-03,2012,11,3,Home Office,Technology,4657.35
Central,Kansas,2012-11-03,2012,11,3,Home Office,Technology,2343.076
Central,Michigan,2012-11-03,2012,11,3,Home Office,Furniture,2097.94
Central,Kansas,2012-11-03,2012,11,3,Home Office,Furniture,1865.94
East,Ohio,2012-11-03,2012,11,3,Corporate,Office Supplies,34.01
Central,Kansas,2012-11-03,2012,11,3,Home Office,Technology,784.72
East,Ohio,2012-11-03,2012,11,3,Corporate,Furniture,1008.95
West,California,2012-11-03,2012,11,3,Small Business,Office Supplies,460.43
Central,Minnesota,2012-11-04,2012,11,4,Home Office,Furniture,160.29
East,Vermont,2012-11-04,2012,11,4,Home Office,Office Supplies,752.63
Central,MO,2012-11-04,2012,11,4,Consumer,Office Supplies,58.98
East,Pennsylvania,2012-11-04,2012,11,4,Corporate,Technology,906.015
South,Florida,2012-11-04,2012,11,4,Corporate,Office Supplies,331.37
East,Maine,2012-11-04,2012,11,4,Corporate,Office Supplies,22.19
South,Florida,2012-11-04,2012,11,4,Corporate,Office Supplies,78.03
East,New Jersey,2012-11-04,2012,11,4,Home Office,Office Supplies,88.37
South,Florida,2012-11-04,2012,11,4,Consumer,Technology,249.24
West,California,2012-11-05,2012,11,5,Small Business,Furniture,183.22
Central,Iowa,2012-11-05,2012,11,5,Corporate,Furniture,155.8
West,California,2012-11-05,2012,11,5,Small Business,Office Supplies,68.03
West,Colorado,2012-11-05,2012,11,5,Corporate,Technology,90.9415
West,Colorado,2012-11-05,2012,11,5,Small Business,Furniture,10307.01
Central,Texas,2012-11-06,2012,11,6,Home Office,Office Supplies,442.57
Central,Texas,2012-11-06,2012,11,6,Home Office,Technology,53.737
South,Florida,2012-11-07,2012,11,7,Small Business,Office Supplies,153.27
West,Colorado,2012-11-07,2012,11,7,Home Office,Technology,453.87
Central,Illinois,2012-11-08,2012,11,8,Corporate,Office Supplies,224.47
East,New York,2012-11-08,2012,11,8,Small Business,Technology,2004.4
West,California,2012-11-08,2012,11,8,Corporate,Office Supplies,203.91
South,Florida,2012-11-08,2012,11,8,Small Business,Furniture,6481.95
Central,Wisconsin,2012-11-08,2012,11,8,Home Office,Office Supplies,141.59
Central,Wisconsin,2012-11-08,2012,11,8,Home Office,Office Supplies,236.89
Central,Wisconsin,2012-11-08,2012,11,8,Home Office,Technology,2465.5015
Central,Wisconsin,2012-11-08,2012,11,8,Home Office,Technology,8558.4715
Central,Texas,2012-11-09,2012,11,9,Corporate,Office Supplies,30.47
Central,Indiana,2012-11-10,2012,11,10,Consumer,Office Supplies,62.48
West,Washington,2012-11-10,2012,11,10,Consumer,Technology,754.92
South,Florida,2012-11-10,2012,11,10,Corporate,Technology,641.89
East,Pennsylvania,2012-11-10,2012,11,10,Small Business,Office Supplies,3842.99
Central,Indiana,2012-11-10,2012,11,10,Consumer,Technology,342.85
Central,Indiana,2012-11-10,2012,11,10,Consumer,Technology,1072.22
East,Maine,2012-11-10,2012,11,10,Small Business,Office Supplies,80.92
East,West Virginia,2012-11-11,2012,11,11,Corporate,Furniture,8937.38
East,West Virginia,2012-11-11,2012,11,11,Corporate,Furniture,108.85
West,California,2012-11-11,2012,11,11,Corporate,Office Supplies,994.04
East,West Virginia,2012-11-11,2012,11,11,Corporate,Office Supplies,157.47
South,Virginia,2012-11-12,2012,11,12,Small Business,Office Supplies,5811.72
South,Florida,2012-11-12,2012,11,12,Small Business,Technology,254.89
East,New York,2012-11-12,2012,11,12,Consumer,Office Supplies,670.03
West,Washington,2012-11-13,2012,11,13,Consumer,Office Supplies,54.52
West,Washington,2012-11-13,2012,11,13,Consumer,Furniture,835.11
Central,Illinois,2012-11-14,2012,11,14,Home Office,Office Supplies,61.09
Central,Illinois,2012-11-14,2012,11,14,Home Office,Office Supplies,777.76
Central,Illinois,2012-11-14,2012,11,14,Small Business,Office Supplies,473.7
Central,Illinois,2012-11-14,2012,11,14,Small Business,Technology,553.5625
South,Tennessee,2012-11-14,2012,11,14,Small Business,Technology,5930.34
Central,Texas,2012-11-15,2012,11,15,Corporate,Office Supplies,883.15
Central,Texas,2012-11-15,2012,11,15,Corporate,Office Supplies,81.43
West,California,2012-11-16,2012,11,16,Corporate,Office Supplies,168.31
South,South Carolina,2012-11-16,2012,11,16,Consumer,Technology,318.94
West,Oregon,2012-11-16,2012,11,16,Corporate,Furniture,246.2
South,Arkansas,2012-11-16,2012,11,16,Corporate,Office Supplies,540.33
West,California,2012-11-16,2012,11,16,Small Business,Office Supplies,122.09
West,California,2012-11-16,2012,11,16,Small Business,Office Supplies,95.09
West,California,2012-11-16,2012,11,16,Corporate,Technology,4282.725
West,California,2012-11-16,2012,11,16,Small Business,Office Supplies,150.06
Central,Michigan,2012-11-16,2012,11,16,Corporate,Technology,184.331
Central,Michigan,2012-11-16,2012,11,16,Corporate,Technology,1223.3795
East,Ohio,2012-11-17,2012,11,17,Corporate,Office Supplies,4286.55
South,Louisiana,2012-11-17,2012,11,17,Corporate,Office Supplies,128.02
Central,Illinois,2012-11-17,2012,11,17,Corporate,Office Supplies,2799.7
South,Louisiana,2012-11-17,2012,11,17,Corporate,Office Supplies,676.44
South,Louisiana,2012-11-17,2012,11,17,Corporate,Office Supplies,526.82
East,Pennsylvania,2012-11-17,2012,11,17,Small Business,Office Supplies,75.15
East,Pennsylvania,2012-11-17,2012,11,17,Small Business,Technology,400.45
East,Ohio,2012-11-17,2012,11,17,Corporate,Office Supplies,8.34
South,Florida,2012-11-18,2012,11,18,Consumer,Technology,174.55
South,Florida,2012-11-18,2012,11,18,Consumer,Office Supplies,42.23
South,North Carolina,2012-11-18,2012,11,18,Home Office,Office Supplies,988.42
Central,Indiana,2012-11-19,2012,11,19,Corporate,Office Supplies,744.12
Central,Oklahoma,2012-11-19,2012,11,19,Consumer,Office Supplies,582.59
Central,Indiana,2012-11-19,2012,11,19,Corporate,Furniture,5203.9
South,Kentucky,2012-11-20,2012,11,20,Corporate,Furniture,3300.216
West,California,2012-11-20,2012,11,20,Corporate,Furniture,2494.69
West,California,2012-11-20,2012,11,20,Consumer,Office Supplies,103.87
Central,Michigan,2012-11-20,2012,11,20,Corporate,Office Supplies,843.55
Central,Wisconsin,2012-11-20,2012,11,20,Home Office,Technology,2813.34
East,Ohio,2012-11-20,2012,11,20,Small Business,Technology,90.88
East,Ohio,2012-11-20,2012,11,20,Small Business,Technology,6236.4755
East,Pennsylvania,2012-11-20,2012,11,20,Corporate,Furniture,7227.42
South,Kentucky,2012-11-20,2012,11,20,Corporate,Office Supplies,331.54
Central,Wisconsin,2012-11-20,2012,11,20,Home Office,Office Supplies,2682.8
East,Pennsylvania,2012-11-20,2012,11,20,Corporate,Technology,1836.187
West,Idaho,2012-11-20,2012,11,20,Consumer,Office Supplies,50.19
West,Idaho,2012-11-20,2012,11,20,Consumer,Technology,87.21
South,Tennessee,2012-11-21,2012,11,21,Small Business,Office Supplies,496.15
Central,Texas,2012-11-21,2012,11,21,Small Business,Office Supplies,173.2
Central,Texas,2012-11-21,2012,11,21,Home Office,Office Supplies,66.63
South,Alabama,2012-11-21,2012,11,21,Home Office,Technology,1644.59
Central,Texas,2012-11-22,2012,11,22,Corporate,Office Supplies,259.72
South,South Carolina,2012-11-22,2012,11,22,Home Office,Office Supplies,632.05
Central,Texas,2012-11-22,2012,11,22,Corporate,Office Supplies,54.69
Central,Wisconsin,2012-11-22,2012,11,22,Small Business,Technology,1497.3175
South,Florida,2012-11-23,2012,11,23,Corporate,Furniture,6177.53
South,Florida,2012-11-23,2012,11,23,Corporate,Office Supplies,94.6
West,Washington,2012-11-23,2012,11,23,Home Office,Office Supplies,351.06
East,Ohio,2012-11-23,2012,11,23,Corporate,Furniture,729.21
East,Ohio,2012-11-23,2012,11,23,Corporate,Furniture,2374.35
South,Louisiana,2012-11-23,2012,11,23,Corporate,Office Supplies,67.72
South,Louisiana,2012-11-23,2012,11,23,Corporate,Office Supplies,68.64
Central,Minnesota,2012-11-23,2012,11,23,Home Office,Office Supplies,56.47
Central,Illinois,2012-11-23,2012,11,23,Small Business,Technology,10051.52
South,Florida,2012-11-23,2012,11,23,Corporate,Office Supplies,2393.63
East,New Jersey,2012-11-23,2012,11,23,Home Office,Office Supplies,572.4
Central,Texas,2012-11-24,2012,11,24,Corporate,Furniture,1210.02
West,Arizona,2012-11-24,2012,11,24,Corporate,Furniture,1959.92
Central,Indiana,2012-11-24,2012,11,24,Small Business,Office Supplies,18.73
Central,Indiana,2012-11-24,2012,11,24,Small Business,Office Supplies,393.59
West,Washington,2012-11-24,2012,11,24,Consumer,Technology,194.174
Central,Indiana,2012-11-24,2012,11,24,Small Business,Technology,551.18
Central,Illinois,2012-11-25,2012,11,25,Small Business,Office Supplies,178.45
Central,Texas,2012-11-25,2012,11,25,Home Office,Office Supplies,29.24
East,Ohio,2012-11-25,2012,11,25,Home Office,Office Supplies,725.15
Central,Illinois,2012-11-25,2012,11,25,Small Business,Office Supplies,248.26
Central,Texas,2012-11-25,2012,11,25,Corporate,Technology,2219.7325
Central,Texas,2012-11-25,2012,11,25,Corporate,Technology,6930.97
Central,Texas,2012-11-25,2012,11,25,Corporate,Technology,848.92
Central,Illinois,2012-11-25,2012,11,25,Small Business,Furniture,413.86
Central,Texas,2012-11-25,2012,11,25,Home Office,Office Supplies,86.29
West,Arizona,2012-11-25,2012,11,25,Consumer,Technology,2525.9875
South,South Carolina,2012-11-26,2012,11,26,Consumer,Office Supplies,2269.01
South,South Carolina,2012-11-26,2012,11,26,Consumer,Office Supplies,120.52
South,South Carolina,2012-11-26,2012,11,26,Consumer,Office Supplies,276.3
Central,Kansas,2012-11-27,2012,11,27,Corporate,Technology,20872.16
Central,Minnesota,2012-11-28,2012,11,28,Corporate,Office Supplies,129.44
West,Idaho,2012-11-28,2012,11,28,Consumer,Office Supplies,941.4
Central,Minnesota,2012-11-28,2012,11,28,Corporate,Technology,1829.387
South,Tennessee,2012-11-28,2012,11,28,Corporate,Office Supplies,835.48
East,West Virginia,2012-11-29,2012,11,29,Home Office,Office Supplies,352.44
South,Tennessee,2012-11-29,2012,11,29,Home Office,Office Supplies,8094.55
Central,Illinois,2012-11-29,2012,11,29,Home Office,Office Supplies,181.78
East,New York,2012-11-29,2012,11,29,Small Business,Technology,180.7
East,Ohio,2012-11-29,2012,11,29,Home Office,Furniture,307.46
East,New York,2012-11-29,2012,11,29,Small Business,Office Supplies,67.4
Central,Texas,2012-11-30,2012,11,30,Home Office,Furniture,561.65
East,New York,2012-11-30,2012,11,30,Small Business,Office Supplies,36.56
East,New York,2012-11-30,2012,11,30,Small Business,Furniture,55.17
Central,Texas,2012-11-30,2012,11,30,Home Office,Furniture,2431.13
East,Ohio,2012-11-30,2012,11,30,Corporate,Office Supplies,276.0
East,Ohio,2012-11-30,2012,11,30,Corporate,Office Supplies,132.01
Central,Texas,2012-11-30,2012,11,30,Home Office,Office Supplies,55.6
Central,Texas,2012-11-30,2012,11,30,Home Office,Office Supplies,113.4
East,New York,2012-11-30,2012,11,30,Small Business,Office Supplies,470.79
East,Pennsylvania,2012-12-01,2012,12,1,Corporate,Office Supplies,4387.24
West,California,2012-12-01,2012,12,1,Corporate,Technology,1011.9
Central,Texas,2012-12-01,2012,12,1,Consumer,Office Supplies,1621.1
South,Florida,2012-12-01,2012,12,1,Corporate,Office Supplies,67.97
Central,Texas,2012-12-01,2012,12,1,Consumer,Office Supplies,194.29
East,New York,2012-12-02,2012,12,2,Home Office,Furniture,129.5
East,New York,2012-12-02,2012,12,2,Home Office,Office Supplies,61.43
South,South Carolina,2012-12-02,2012,12,2,Consumer,Office Supplies,65.31
South,Georgia,2012-12-02,2012,12,2,Small Business,Furniture,2567.13
East,New York,2012-12-02,2012,12,2,Home Office,Office Supplies,90.93
East,New York,2012-12-02,2012,12,2,Home Office,Office Supplies,125.95
Central,Indiana,2012-12-02,2012,12,2,Consumer,Office Supplies,557.85
Central,Wisconsin,2012-12-02,2012,12,2,Home Office,Office Supplies,93.22
East,New York,2012-12-03,2012,12,3,Corporate,Office Supplies,34.66
Central,Texas,2012-12-04,2012,12,4,Consumer,Technology,2206.991
Central,Texas,2012-12-04,2012,12,4,Consumer,Technology,292.96
East,Ohio,2012-12-04,2012,12,4,Small Business,Office Supplies,243.5
South,Mississippi,2012-12-04,2012,12,4,Consumer,Office Supplies,410.35
East,Rhode Island,2012-12-05,2012,12,5,Home Office,Office Supplies,772.24
South,Florida,2012-12-05,2012,12,5,Home Office,Office Supplies,211.94
South,Florida,2012-12-05,2012,12,5,Home Office,Technology,9704.37
East,Connecticut,2012-12-05,2012,12,5,Home Office,Office Supplies,21.44
East,New Jersey,2012-12-05,2012,12,5,Home Office,Office Supplies,416.4
West,Arizona,2012-12-05,2012,12,5,Home Office,Office Supplies,102.61
East,Maine,2012-12-05,2012,12,5,Home Office,Technology,21717.36
East,Vermont,2012-12-05,2012,12,5,Home Office,Technology,15823.27
West,Arizona,2012-12-05,2012,12,5,Home Office,Office Supplies,453.09
Central,MO,2012-12-05,2012,12,5,Home Office,Furniture,436.98
West,Arizona,2012-12-05,2012,12,5,Home Office,Furniture,2758.22
Central,MO,2012-12-06,2012,12,6,Corporate,Office Supplies,74.02
Central,MO,2012-12-06,2012,12,6,Corporate,Technology,5236.14
East,Ohio,2012-12-06,2012,12,6,Corporate,Office Supplies,18.81
Central,Kansas,2012-12-06,2012,12,6,Small Business,Office Supplies,182.09
Central,Texas,2012-12-06,2012,12,6,Home Office,Furniture,2980.15
Central,Texas,2012-12-06,2012,12,6,Consumer,Furniture,6123.48
Central,Oklahoma,2012-12-06,2012,12,6,Consumer,Office Supplies,87.23
South,Tennessee,2012-12-06,2012,12,6,Corporate,Office Supplies,201.74
South,Tennessee,2012-12-06,2012,12,6,Corporate,Technology,1822.13
East,Pennsylvania,2012-12-06,2012,12,6,Home Office,Technology,169.11
Central,Kansas,2012-12-06,2012,12,6,Small Business,Furniture,549.92
Central,Texas,2012-12-06,2012,12,6,Home Office,Office Supplies,476.04
East,Pennsylvania,2012-12-06,2012,12,6,Home Office,Office Supplies,152.59
South,Louisiana,2012-12-07,2012,12,7,Corporate,Office Supplies,459.08
Central,Michigan,2012-12-07,2012,12,7,Home Office,Office Supplies,241.01
Central,Michigan,2012-12-07,2012,12,7,Home Office,Technology,3565.27
South,Florida,2012-12-07,2012,12,7,Home Office,Technology,534.3
Central,Texas,2012-12-07,2012,12,7,Home Office,Technology,3421.88
South,Virginia,2012-12-07,2012,12,7,Consumer,Office Supplies,3286.27
East,New Hampshire,2012-12-08,2012,12,8,Corporate,Office Supplies,5001.29
